id,location,state,file,fileSource,latitude,longitude,Tout,ToutDailyVar,ToutAnnualVar,CDD18,CDD25,radDirNorm,radDiffHoriz,windSpeedMet,elevation,CDD18study
0,Feijó,AC,BRA_AC_Feijo.AP.819240_INMET.epw,INMET,-8.14,-70.34,26.07582192,8.189315068,16.90833333,2959.954167,684.475,71.07488584,100.2462329,1.272694064,163,2600.108333
1,Parque Estadual Chandless,AC,BRA_AC_Parque.Chandless.819630_INMET.epw,INMET,-9.37,-69.93,24.87121005,9.475068493,13.79583333,2517.670833,516.7208333,54.87111872,93.86369863,0.40053653,206,2218.758333
2,Porto Walter,AC,BRA_AC_Porto.Walter.819210_INMET.epw,INMET,-8.27,-72.74,26.36347032,8.309315068,18.32916667,3063.666667,766.625,77.89543379,100.5770548,1.237134703,240,2691.016667
3,Rio Branco,AC,BRA_AC_Rio.Branco.829150_INMET.epw,INMET,-9.96,-68.17,25.116621,8.680273973,16.79583333,2611.075,534.775,67.6859589,98.06358447,1.427351598,220,2297.133333
4,Arapiraca,AL,BRA_AL_Arapiraca.AP.819960_INMET.epw,INMET,-9.8,-36.62,24.84299087,8.867123288,7.1375,2497.7625,497.3125,92.53938356,105.6528539,2.793002283,241,2172.279167
5,Coruripe,AL,BRA_AL_Coruripe.866190_INMET.epw,INMET,-10.13,-36.29,25.72098174,6.961917808,6.075,2818.158333,538.9625,95.73949772,104.1971461,2.215502283,74,2457.625
6,Maceió,AL,BRA_AL_Maceio.829940_INMET.epw,INMET,-9.67,-35.74,25.52243151,7.225205479,5.791666667,2745.6875,514.2791667,109.9730594,97.84657534,2.743824201,64,2392.383333
7,Palmeira dos Índios,AL,BRA_AL_Palmeira.dos.Indios.829920_INMET.epw,INMET,-9.41,-36.63,25.27921233,9.032328767,8.575,2656.991667,594.8875,97.04155251,102.3300228,2.681461187,275,2306.55
8,Pão de Açúcar,AL,BRA_AL_Pao.de.Acucar.819940_INMET.epw,INMET,-9.75,-37.44,27.28173516,10.48328767,9.391666667,3387.833333,1079.145833,112.9133562,97.88481735,1.81989726,19,2939.6875
9,São Luís do Quitunde,AL,BRA_AL_Sao.Luis.do.Quitunde.819970_INMET.epw,INMET,-9.29,-35.57,25.42211187,8.379452055,6.441666667,2709.2375,575.2625,67.22762557,112.1226027,1.702682648,19,2361.425
10,Autazes,AM,BRA_AM_Autazes.817320_INMET.epw,INMET,-3.58,-59.13,26.50482877,8.039452055,5.125,3104.2625,713.5208333,59.53276256,100.9097032,0.781050228,28,2731.5375
11,Barcelos,AM,BRA_AM_Barcelos.AP.816480_INMET.epw,INMET,-0.99,-62.92,26.26980594,8.606849315,5.7,3018.479167,697.0791667,77.89075342,96.48219178,0.951461187,17,2679.6625
12,Coari,AM,BRA_AM_Coari.817700_INMET.epw,INMET,-4.1,-63.15,26.2509589,7.606575342,6.216666667,3011.6,642.0416667,73.74611872,98.17351598,1.197945205,43,2647.825
13,Humaitá,AM,BRA_AM_Humaita.AP.818900_INMET.epw,INMET,-7.55,-63.07,26.28507991,9.054246575,8.725,3024.054167,726.5208333,61.64086758,101.6484018,1.260570776,72,2659.9125
14,Itacoatiara,AM,BRA_AM_Itacoatiara.AP.817330_INMET.epw,INMET,-3.13,-58.48,26.42942922,6.705205479,5.65,3076.741667,637.7291667,65.69726027,99.84178082,1.025262557,45,2708.629167
15,Manacapuru,AM,BRA_AM_Manacapuru.817290_INMET.epw,INMET,-3.29,-60.63,26.70017123,6.80739726,5.920833333,3175.5625,710.75,71.32910959,97.30136986,1.497762557,19,2795.354167
16,Manaus,AM,BRA_AM_Manaus-Gomez.Intl.AP.817300_INMET.epw,INMET,-3.1,-60.03,27.27947489,7.071232877,9.920833333,3387.008333,897.5458333,80.16312785,97.40011416,1.401107306,67,2986.720833
17,Maués,AM,BRA_AM_Maues.817340_INMET.epw,INMET,-3.4,-57.67,26.5730137,8.049315068,6.125,3129.15,723.725,67.94874429,104.2294521,0.700342466,35,2767.870833
18,Parintins,AM,BRA_AM_Parintins.817030_INMET.epw,INMET,-2.64,-56.76,27.49006849,6.356164384,6.758333333,3463.875,952.8708333,91.59315068,94.42157534,1.242865297,35,3074.979167
19,Presidente Figueiredo,AM,BRA_AM_Presidente.Figueiredo.816990_INMET.epw,INMET,-2.06,-60.03,26.64430365,9.091232877,6.2375,3155.170833,804.8208333,55.0369863,103.8656393,0.766210046,92,2806.245833
20,Urucará,AM,BRA_AM_Urucara.AP.817020_INMET.epw,INMET,-2.53,-57.76,27.46123288,7.921917808,7.483333333,3453.35,985.875,85.0890411,97.14394977,1.140159817,17,3063.0875
21,Macapá,AP,BRA_AP_Macapa-Alcolumbre.Intl.AP.820980_INMET.epw,INMET,0.04,-51.07,25.77817352,8.977808219,4.841666667,2839.033333,616.2458333,50.90673516,107.6239726,1.255582192,15,2522.908333
22,Oiapoque,AP,BRA_AP_Oiapoque.816090_INMET.epw,INMET,3.81,-51.86,25.56219178,8.825205479,5.383333333,2760.2,598.5583333,61.54920091,102.9793379,1.047031963,21,2460.258333
23,Porto Grande,AP,BRA_AP_Porto.Grande.816370_INMET.epw,INMET,0.7,-51.41,25.77817352,8.977808219,4.841666667,2839.033333,616.2458333,50.92968037,107.6092466,1.255582192,77,2522.908333
24,Tartarugalzinho,AP,BRA_AP_Tartarugalzinho.816280_INMET.epw,INMET,1.5,-50.92,25.9922032,8.543013699,4.904166667,2917.154167,661.275,66.2793379,103.101484,2.076050228,21,2583.420833
25,Amargosa,BA,BRA_BA_Amargosa.AP.866750_INMET.epw,INMET,-13.01,-39.62,23.17565068,7.771506849,8.275,1897.95,254.2625,84.81050228,104.4402968,3.036757991,407,1647.8625
26,Barra,BA,BRA_BA_Barra.AP.866340_INMET.epw,INMET,-11.08,-43.14,26.79222603,11.76082192,8.625,3215.766667,1013.929167,127.8071918,90.72180365,1.718207763,403,2836.083333
27,Barreiras,BA,BRA_BA_Barreiras.866520_INMET.epw,INMET,-12.15,-44.99,25.12493151,13.2860274,9.366666667,2647.404167,785.175,112.7542237,93.52534247,1.665034247,470,2315.9625
28,Belmonte,BA,BRA_BA_Belmonte.867440_INMET.epw,INMET,-16.09,-39.22,23.78600457,9.595342466,9.4375,2135.658333,396.275,82.76221461,103.1277397,1.649440639,88,1842.8
29,Bom Jesus da Lapa,BA,BRA_BA_Bom.Jesus.da.Lapa.AP.866720_INMET.epw,INMET,-13.26,-43.42,26.24819635,11.40986301,10.11666667,3013.425,906.0458333,110.5146119,95.29680365,1.551997717,440,2670.1
30,Brumado,BA,BRA_BA_Brumado.866960_INMET.epw,INMET,-14.18,-41.67,25.1665411,9.284109589,10.09166667,2624.6375,632.9833333,98.64166667,95.26940639,1.435901826,470,2357.4875
31,Buritirama,BA,BRA_BA_Buritirama.AP.866090_INMET.epw,INMET,-10.72,-43.65,25.43762557,12.22520548,9.466666667,2735.35,788.1166667,105.605137,96.97659817,1.991004566,502,2425.1875
32,Caravelas,BA,BRA_BA_Caravelas.834970_INMET.epw,INMET,-17.73,-39.2,25.02063927,6.604931507,7.358333333,2562.920833,412.4708333,94.92591324,94.75251142,2.44880137,3,2236.4375
33,Conde,BA,BRA_BA_Conde.866390_INMET.epw,INMET,-11.81,-37.62,25.9344863,6.627945205,6.458333333,2896.0875,589.2916667,109.2070776,97.58778539,2.396472603,14,2523.033333
34,Correntina,BA,BRA_BA_Correntina.866710_INMET.epw,INMET,-13.33,-44.62,23.82134703,13.42,12.67916667,2257.125,610.1166667,111.3267123,94.09063927,1.46456621,549,2006.85
35,Cruz das Almas,BA,BRA_BA_Cruz.das.Almas.866570_INMET.epw,INMET,-12.67,-39.1,23.92334475,7.900547945,9.204166667,2166.4875,346.1875,73.98276256,109.8049087,2.91663242,226,1857.470833
36,Delfino,BA,BRA_BA_Delfino.866100_INMET.epw,INMET,-10.46,-41.21,23.84319635,11.05808219,7.35,2156.983333,455.5583333,93.99851598,98.43401826,2.451232877,637,1880.229167
37,Euclides da Cunha,BA,BRA_BA_Euclides.da.Cunha.866130_INMET.epw,INMET,-10.54,-39,24.10829909,9.369589041,9.9375,2236.658333,487.2583333,86.44794521,105.8416667,3.275707763,432,2009.895833
38,Feira de Santana,BA,BRA_BA_Feira.de.Santana.866580_INMET.epw,INMET,-12.27,-38.97,24.59780822,8.990684932,10.42916667,2414.079167,501.9041667,74.0793379,103.6170091,2.505216895,231,2099.708333
39,Guanambi,BA,BRA_BA_Guanambi.AP.866940_INMET.epw,INMET,-14.21,-42.75,25.65214612,9.649589041,9.479166667,2793.2375,688.6541667,123.966895,89.72888128,3.23989726,551,2468.375
40,Ibotirama,BA,BRA_BA_Ibotirama.866530_INMET.epw,INMET,-12.19,-43.21,26.73187215,12.00849315,11.6875,3196.341667,1023.958333,116.1954338,94.47990868,2.229863014,430,2841.754167
41,Ilhéus,BA,BRA_BA_Ilheus.866990_INMET.epw,INMET,-14.79,-39.05,23.44860731,7.193424658,8.379166667,2002.6,220.5791667,75.72865297,105.5328767,2.004452055,78,1724.4625
42,Ipiaú,BA,BRA_BA_Ipiau.866980_INMET.epw,INMET,-14.14,-39.73,24.56248858,9.650958904,8.575,2398.4875,497.925,86.75753425,103.0121005,1.481906393,135,2103.191667
43,Irecê,BA,BRA_BA_Irece.AP.866350_INMET.epw,INMET,-11.33,-41.86,23.94525114,11.01671233,7.85,2188.883333,464.9916667,116.0401826,95.68984018,2.588652968,755,1941.991667
44,Itaberaba,BA,BRA_BA_Itaberaba.832440_INMET.epw,INMET,-12.53,-40.31,24.92978311,9.835342466,10.55,2546.095833,558.1666667,78.57454338,102.1012557,2.189326484,250,2221.375
45,Itapetinga,BA,BRA_BA_Itapetinga.867230_INMET.epw,INMET,-15.24,-40.24,24.67423516,10.48986301,9.070833333,2450.779167,568.2541667,87.16906393,101.5592466,2.136381279,279,2120.220833
46,Itiruçu,BA,BRA_BA_Itirucu.866740_INMET.epw,INMET,-13.53,-40.15,21.06037671,8.857808219,9.979166667,1235.333333,146.35,70.56152968,105.8039954,2.662111872,756,1067.133333
47,Jacobina,BA,BRA_BA_Jacobina.866360_INMET.epw,INMET,-11.21,-40.47,24.36237443,9.766849315,9.079166667,2327.383333,468.2708333,78.61940639,102.4567352,1.830251142,453,2043.8125
48,Lençóis,BA,BRA_BA_Lencois.866540_INMET.epw,INMET,-12.56,-41.39,24.85493151,9.68630137,9.208333333,2510.995833,538.1208333,71.75045662,98.14771689,1.168607306,439,2206.291667
49,Macajuba,BA,BRA_BA_Macajuba.866550_INMET.epw,INMET,-12.14,-40.36,24.05605023,9.664109589,10.16666667,2233.945833,433.1291667,79.13641553,102.0447489,2.784737443,380,1950.758333
50,Maraú,BA,BRA_BA_Marau.866770_INMET.epw,INMET,-13.91,-38.97,25.67393836,5.569863014,7.883333333,2800.9875,499.3041667,106.2366438,95.89052511,2.233675799,10,2441.2875
51,Paulo Afonso,BA,BRA_BA_Paulo.Afonso.829860_INMET.epw,INMET,-9.41,-38.22,26.32472603,10.19123288,9.608333333,3038.691667,871.7083333,101.2188356,102.2295662,4.272796804,253,2656.554167
52,Piatã,BA,BRA_BA_Piata.866730_INMET.epw,INMET,-13.16,-41.77,19.79696347,8.025205479,9.329166667,849.175,43.8125,96.20205479,93.75216895,2.374063927,1290,754.8875
53,Porto Seguro,BA,BRA_BA_Porto.Seguro.867450_INMET.epw,INMET,-16.39,-39.18,23.74295662,8.479726027,7.45,2108.420833,326.7041667,74.32819635,103.3570776,1.459383562,85,1837.758333
54,Queimadas,BA,BRA_BA_Queimadas.866120_INMET.epw,INMET,-10.98,-39.62,26.1327968,10.0909589,10.39583333,2968.858333,831.3125,85.99429224,105.3045662,3.187979452,315,2590.983333
55,Remanso,BA,BRA_BA_Remanso.829790_INMET.epw,INMET,-9.62,-42.08,26.81585616,7.944109589,8.475,3217.7875,827.8125,112.2224886,95.20456621,2.411221461,401,2825
56,Salvador,BA,BRA_BA_Salvador.866780_INMET.epw,INMET,-12.97,-38.51,25.86309361,5.617260274,7.516666667,2870.029167,497.3,99.89554795,95.28356164,1.276061644,51,2495.879167
57,Santa Rita de Cássia,BA,BRA_BA_Santa.Rita.de.Cassia.866330_INMET.epw,INMET,-11.01,-44.52,26.05268265,13.21452055,10.175,2972.833333,945.6166667,117.3468037,95.90011416,1.675399543,450,2641.625
58,Senhor do Bonfim,BA,BRA_BA_Senhor.do.Bonfim.830880_INMET.epw,INMET,-10.44,-40.15,23.85422374,9.372876712,10.3375,2148.408333,428.975,94.05547945,98.44429224,3.146130137,548,1887.1
59,Serrinha,BA,BRA_BA_Serrinha.866370_INMET.epw,INMET,-11.66,-39.02,24.14803653,9.222465753,10.6,2257.179167,471.8708333,84.64920091,105.040411,2.852579909,339,1963.404167
60,Uauá,BA,BRA_BA_Uaua.819920_INMET.epw,INMET,-9.83,-39.5,25.40560502,10.13945205,8.279166667,2704.579167,676.1833333,97.55833333,102.9210046,3.407853881,453,2377.883333
61,Uná,BA,BRA_BA_Una.867240_INMET.epw,INMET,-15.28,-39.09,24.15445205,7.328767123,7.445833333,2247.0625,319.7041667,75.58378995,104.3726027,1.388630137,82,1955.9375
62,Valença,BA,BRA_BA_Valenca.866760_INMET.epw,INMET,-13.37,-39.07,24.20535388,8.267945205,7.970833333,2273.216667,372.0583333,93.74680365,101.1238584,1.781152968,39,1995.020833
63,Vitória da Conquista,BA,BRA_BA_Vitoria.da.Conquista-Figueiredo.AP.866970_INMET.epw,INMET,-14.87,-40.84,20.59972603,9.156712329,9.995833333,1100.941667,122.1708333,108.2835616,110.4655251,2.531175799,870,969.2958333
64,Acaraú,CE,BRA_CE_Acarau.817550_INMET.epw,INMET,-3.12,-40.09,26.60207763,8.825205479,6.0625,3139.758333,791.0333333,102.5458904,102.0256849,3.260947489,76,2751.4375
65,Barbalha,CE,BRA_CE_Barbalha.819110_INMET.epw,INMET,-7.3,-39.27,25.59280822,10.07534247,7.329166667,2772.195833,659.9125,113.3940639,96.25547945,1.602511416,409,2424.4
66,Campos Sales,CE,BRA_CE_Campos.Sales.827770_INMET.epw,INMET,-7.08,-40.36,24.86718037,10.1109589,7.5375,2508.620833,571.2875,102.928653,100.1980594,2.312865297,572,2182.841667
67,Crateús,CE,BRA_CE_Crateus.818300_INMET.epw,INMET,-5.19,-40.67,27.09111872,10.14164384,7.6625,3318.291667,1017.6375,97.00285388,102.9777397,2.134212329,291,2927.016667
68,Fortaleza,CE,BRA_CE_Fortaleza-Pinto.Martins.Intl.AP.817580_INMET.epw,INMET,-3.8,-38.53,26.6534589,6.220821918,5.495833333,3158.5125,703.7166667,85.66860731,99.40194064,2.240605023,41,2757.683333
69,Guaramiranga,CE,BRA_CE_Guaramiranga.824870_INMET.epw,INMET,-4.26,-38.93,20.68920091,5.490410959,3.704166667,984.1833333,15.34166667,56.29817352,97.86073059,3.127203196,38,855.3708333
70,Iguatu,CE,BRA_CE_Iguatu.818730_INMET.epw,INMET,-6.36,-39.3,27.01376712,9.578630137,7.029166667,3290.025,958.3375,116.0922374,95.96210046,2.575513699,233,2874.1375
71,Itapipoca,CE,BRA_CE_Itapipoca.817560_INMET.epw,INMET,-3.48,-39.59,26.89288813,6.820821918,6.279166667,3245.904167,761.1625,87.99783105,101.5619863,3.391723744,102,2834.725
72,Jaguaribe,CE,BRA_CE_Jaguaribe.818330_INMET.epw,INMET,-5.91,-38.63,27.7834589,9.79260274,8.204166667,3570.9625,1138.683333,100.5886986,101.6611872,2.727465753,184,3112.429167
73,Jaguaruana,CE,BRA_CE_Jaguaruana.824930_INMET.epw,INMET,-4.79,-37.78,27.24494292,9.489589041,4.9125,3374.404167,963.5625,114.030137,98.43584475,3.023607306,12,2947.375
74,Morada Nova,CE,BRA_CE_Morada.Nova.825940_INMET.epw,INMET,-5.11,-38.37,27.1401484,10.26712329,6.45,3336.170833,971.175,112.9610731,98.64874429,2.127534247,44,2899.845833
75,Quixeramobim,CE,BRA_CE_Quixeramobim.825860_INMET.epw,INMET,-5.2,-39.29,26.43517123,9.288219178,7.079166667,3078.8375,800.4416667,95.37682648,104.4170091,2.363127854,80,2674.4375
76,Tauá,CE,BRA_CE_Taua.818720_INMET.epw,INMET,-6.02,-40.28,26.19417808,10.47780822,8.0625,2994.854167,841.0916667,105.5650685,99.92271689,2.780513699,415,2634.075
77,Brasilia,DF,BRA_DF_Brasilia.867150_INMET.epw,INMET,-15.78,-47.93,21.08148402,9.294246575,10.15,1224.925,98.72916667,89.24006849,95.19851598,2.464406393,1160,1064.1
78,Planaltina,DF,BRA_DF_Planaltina.867160_INMET.epw,INMET,-15.53,-47.56,20.95384703,11.23890411,9.420833333,1258.575,157.6333333,88.86038813,97.54189498,2.006769406,1200,1105.479167
79,Alegre,ES,BRA_ES_Alegre.868280_INMET.epw,INMET,-20.76,-41.53,23.95135845,11.25506849,12.65416667,2256.629167,559.2791667,103.4174658,84.91826484,1.469577626,138,1967.058333
80,Alfredo Chaves,ES,BRA_ES_Alfredo.Chaves.868290_INMET.epw,INMET,-20.64,-40.75,23.58060502,8.486575342,12.8375,2058.55,373.7541667,68.03835616,86.04657534,1.841974886,35,1774.320833
81,Linhares,ES,BRA_ES_Linhares.868050_INMET.epw,INMET,-19.39,-40.07,24.27697489,7.873150685,9.841666667,2299.2625,388.8125,79.5326484,98.16815068,2.91109589,40,1983.533333
82,Nova Venecia,ES,BRA_ES_Nova.Venecia.867850_INMET.epw,INMET,-18.7,-40.39,24.2559589,10.29726027,9.583333333,2300.2375,500.2083333,79.44771689,99.15228311,2.097420091,154,2020.741667
83,Presidente Kennedy,ES,BRA_ES_Presidente.Kennedy.868530_INMET.epw,INMET,-21.1,-41.04,23.96765982,8.237808219,10.81666667,2190.341667,386.6208333,83.04634703,91.50821918,3.317728311,80,1904.8
84,Santa Teresa,ES,BRA_ES_Santa.Teresa.868040_INMET.epw,INMET,-19.99,-40.58,18.58151826,6.724109589,11.9625,570.1291667,20.23333333,76.49509132,90.75993151,2.233219178,998,493.4333333
85,São Mateus,ES,BRA_ES_Sao.Mateus.867860_INMET.epw,INMET,-18.72,-39.86,23.864121,8.533972603,10.075,2172.708333,354.0458333,92.66575342,94.17408676,2.454223744,39,1866.158333
86,Vitória,ES,BRA_ES_Vitoria.868300_INMET.epw,INMET,-20.32,-40.34,24.39726027,8.349315068,11.12083333,2349.758333,443.3625,95.31974886,87.62089041,2.048013699,9,2029.158333
87,Alto Paraíso de Goiás,GO,BRA_GO_Alto.Paraiso.de.Goias.866910_INMET.epw,INMET,-14.13,-47.51,20.5861758,9.89369863,10.05833333,1114.591667,89.6125,91.9673516,95.1206621,2.065844749,1260,987.0125
88,Aragarças,GO,BRA_GO_Aragarcas.833740_INMET.epw,INMET,-15.9,-52.25,25.79366438,11.50219178,12.79583333,2865.420833,810.3,87.88926941,95.80319635,1.109474886,347,2523.545833
89,Caiapônia,GO,BRA_GO_Caiaponia.867300_INMET.epw,INMET,-16.96,-51.81,23.25442922,10.39479452,11.40833333,1965.925,377.0083333,87.62477169,95.34634703,1.682134703,737,1764.158333
90,Catalão,GO,BRA_GO_Catalao.867770_INMET.epw,INMET,-18.16,-47.93,22.50558219,9.797534247,12.76666667,1697.029167,262.2333333,87.71107306,93.07100457,2.045696347,890,1517.9125
91,Cristalina,GO,BRA_GO_Cristalina.867370_INMET.epw,INMET,-16.79,-47.61,20.72353881,8.385205479,12.55416667,1109.216667,69.1375,85.05022831,95.7283105,2.064840183,1202,978.85
92,Goianésia,GO,BRA_GO_Goianesia.867130_INMET.epw,INMET,-15.32,-49.12,24.53503425,10.96986301,8.833333333,2396.720833,542.725,92.85479452,96.90205479,1.235365297,667,2119.8125
93,Goiânia,GO,BRA_GO_Goiania.834230_INMET.epw,INMET,-15.37,-48.78,23.22976027,12.72794521,11.52916667,2052.854167,483.6,88.86700913,96.92591324,1.40956621,770,1821.2375
94,Goiás,GO,BRA_GO_Goias.867120_INMET.epw,INMET,-15.93,-50.14,24.98077626,11.13041096,10.71666667,2556.616667,643.0083333,91.3293379,93.83013699,1.2131621,512,2254.645833
95,Itapaci,GO,BRA_GO_Itapaci.866890_INMET.epw,INMET,-14.95,-49.55,23.90124429,13.2030137,11.84166667,2287.9375,611.2833333,77.3380137,99.92522831,1.356392694,522,2030.029167
96,Itumbiara,GO,BRA_GO_Itumbiara.867740_INMET.epw,INMET,-18.41,-49.19,23.91726027,11.30630137,14.80833333,2234.729167,487.6916667,88.25194064,94.49486301,1.898105023,488,1966.891667
97,Jataí,GO,BRA_GO_Jatai.867520_INMET.epw,INMET,-17.88,-51.71,22.41531963,12.68328767,13.7,1807.05,396.6708333,91.51141553,96.09292237,1.592876712,582,1598.8375
98,Luziânia,GO,BRA_GO_Luziania.867360_INMET.epw,INMET,-16.25,-47.95,21.98347032,9.540821918,12.10416667,1510.116667,181.1375,90.57671233,96.68732877,2.589394977,958,1328.9
99,Mineiros,GO,BRA_GO_Mineiros.867510_INMET.epw,INMET,-17.57,-52.6,22.37296804,12.0230137,15.17916667,1774.033333,354.2333333,81.00239726,96.37157534,1.37347032,706,1567.875
100,Monte Alegre de Goiás,GO,BRA_GO_Monte.Alegre.de.Goias.866700_INMET.epw,INMET,-13.5,-46.89,24.96426941,10.24356164,8.304166667,2546.904167,570.6125,99.70856164,96.44406393,0.576232877,1253,2248.766667
101,Morrinhos,GO,BRA_GO_Morrinhos.867550_INMET.epw,INMET,-17.73,-49.1,22.37742009,12.22082192,13.6,1777.975,348.4708333,95.3466895,94.93013699,1.768607306,771,1562.479167
102,Niquelândia,GO,BRA_GO_Niquelandia.866900_INMET.epw,INMET,-14.47,-48.46,24.31003425,10.54164384,9.720833333,2315.745833,494.2375,92.02716895,98.54680365,1.964977169,583,2066.566667
103,Paraúna,GO,BRA_GO_Parauna.867320_INMET.epw,INMET,-16.96,-50.43,23.99745434,10.92164384,13.37083333,2228.3375,496.625,87.82283105,95.09977169,1.617203196,678,1975.233333
104,Pires do Rio,GO,BRA_GO_Pires.do.Rio.867560_INMET.epw,INMET,-17.31,-48.28,22.94133562,11.3,12.925,1903.570833,363.6083333,95.34326484,93.53082192,1.279920091,752,1678.25
105,Posse,GO,BRA_GO_Posse.866920_INMET.epw,INMET,-14.09,-46.37,24.43759132,9.477260274,9.108333333,2352.333333,456.8208333,100.083105,96.00799087,2.161780822,834,2085.166667
106,Rio Verde,GO,BRA_GO_Rio.Verde.867530_INMET.epw,INMET,-17.8,-50.93,22.80247717,10.53671233,14.00416667,1814.229167,326.1291667,84.5152968,95.42111872,2.077853881,782,1628.6875
107,São Simão,GO,BRA_GO_Sao.Simao.867730_INMET.epw,INMET,-18.99,-50.54,23.98585616,10.75369863,15.92916667,2245.65,491.0375,78.58789954,95.81324201,2.105445205,489,1974.145833
108,Alto Parnaíba,MA,BRA_MA_Alto.Parnaiba.829700_INMET.epw,INMET,-9.11,-45.93,25.74573059,11.30164384,8.270833333,2835.5,784.1416667,78.36541096,101.6163242,0.916575342,281,2502.933333
109,Bacabal,MA,BRA_MA_Bacabal.817900_INMET.epw,INMET,-4.24,-44.8,27.27794521,9.737808219,6.183333333,3386.45,995.5125,82.18299087,105.1665525,1.33913242,28,3004.945833
110,Balsas,MA,BRA_MA_Balsas.819030_INMET.epw,INMET,-7.46,-46.03,25.94791096,10.68164384,7.6125,2903.120833,783.9375,96.36883562,97.90022831,1.599828767,254,2569.016667
111,Barra do Corda,MA,BRA_MA_Barra.do.Corda.818250_INMET.epw,INMET,-5.51,-45.24,26.28393836,9.75890411,6.7875,3023.695833,791.0916667,81.54166667,102.8658676,1.39793379,153,2662.566667
112,Buriticupu,MA,BRA_MA_Buriticupu.817880_INMET.epw,INMET,-4.32,-46.45,26.19716895,9.014520548,6.175,2992.0625,728.7791667,64.39121005,109.1608447,2.209223744,175,2635.55
113,Carolina,MA,BRA_MA_Carolina.819010_INMET.epw,INMET,-7.34,-47.46,26.57884703,9.826849315,8.604166667,3131.279167,850.625,82.15570776,99.19817352,0.992979452,192,2775.629167
114,Caxias,MA,BRA_MA_Caxias.817920_INMET.epw,INMET,-4.82,-43.34,26.37559361,10.71643836,6.120833333,3057.283333,854.0916667,87.55319635,103.776484,1.134075342,76,2696.5375
115,Chapadinha,MA,BRA_MA_Chapadinha.817490_INMET.epw,INMET,-3.74,-43.35,26.89509132,9.595068493,6.108333333,3246.708333,908.3208333,95.66267123,103.1184932,1.756917808,91,2858.175
116,Colinas,MA,BRA_MA_Colinas.818660_INMET.epw,INMET,-6.03,-44.23,26.05405251,10.53424658,7.283333333,2940.4875,787.6958333,73.57956621,104.8042237,1.155513699,179,2586.029167
117,Estreito,MA,BRA_MA_Estreito.818630_INMET.epw,INMET,-6.65,-47.42,25.84028539,11.9460274,6.470833333,2879.245833,833.7458333,85.10776256,99.17990868,1.331757991,180,2540.975
118,Farol Preguiças,MA,BRA_MA_Farol.Preguicas.817170_INMET.epw,INMET,-2.59,-42.71,27.49762557,4.684383562,4.495833333,3466.633333,939.5125,92.3347032,96.11050228,3.28836758,0,3028.095833
119,Farol Santana,MA,BRA_MA_Farol.Santana.822770_INMET.epw,INMET,-2.27,-43.62,27.35783105,4.300547945,4.329166667,3415.608333,880.55,109.738242,92.75981735,3.288493151,0,2988.208333
120,Grajaú,MA,BRA_MA_Grajau.818230_INMET.epw,INMET,-5.82,-46.16,26.1277968,9.884931507,6.804166667,2966.8875,762.8958333,74.49748858,103.3060502,1.562990868,230,2610.170833
121,Imperatriz,MA,BRA_MA_Imperatriz.818220_INMET.epw,INMET,-5.56,-47.46,26.88878995,10.08356164,6.933333333,3244.4625,925.8708333,71.0097032,106.0447489,1.251826484,126,2851.820833
122,São Luís,MA,BRA_MA_Sao.Luis.817150_INMET.epw,INMET,-2.53,-44.3,26.75603881,6.254520548,4.841666667,3195.954167,711.4583333,87.73287671,105.2497717,2.088789954,56,2815.095833
123,Turiaçu,MA,BRA_MA_Turiacu.821980_INMET.epw,INMET,-1.66,-45.37,26.52660959,6.326849315,5.120833333,3112.2125,654.65,69.44657534,105.2437215,2.83130137,41,2726.1625
124,Águas Vermelhas,MG,BRA_MG_Aguas.Vermelhas.867220_INMET.epw,INMET,-15.75,-41.46,21.3909589,11.5909589,9.145833333,1442.679167,239.8583333,86.2152968,98.1196347,1.977020548,740,1246.095833
125,Aimorés,MG,BRA_MG_Aimores.868030_INMET.epw,INMET,-19.5,-41.06,24.66678082,9.475890411,10.99583333,2443.245833,534.475,102.5874429,90.46655251,1.97510274,84,2158.1
126,Almenara,MG,BRA_MG_Almenara.867430_INMET.epw,INMET,-16.18,-40.69,25.21611872,10.09178082,10.49583333,2643.904167,649.1,99.00958904,95.21358447,1.369223744,208,2322.508333
